"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV"
42,11,52327,0,0,20150320,20160115,20160118,20200320,3488,2000,3193,0,54,0,0,7,5731,1,0,0,3,43,8,0,1,14
85,60,278818,0,1,20170217,20180216,20220131,20220217,32522,4646,20181,0,34,0,0,53,26374,0,0,0,5,52,9,0,1,66
58,42,214814,1,1,20160923,20170519,20200216,20210923,14320,3580,15896,0,45,0,0,38,19386,0,0,1,3,34,8,0,1,46
18,58,295285,5,0,20150619,20170915,20210119,20200619,9842,4921,31494,1,34,0,0,56,32318,1,0,2,3,117,9,0,1,60
50,60,285657,5,0,20170217,20171020,20220603,20220217,0,4760,21427,1,36,0,0,60,27519,1,0,2,3,35,9,0,1,60
23,55,327389,1,1,20171020,20180615,20220520,20221020,10912,5456,22568,1,35,0,0,53,23666,0,0,1,0,34,9,0,1,56
97,41,228651,1,0,20181116,20190118,20220531,20231116,0,3810,13769,1,41,1,2,41,17290,1,0,1,0,9,9,0,1,41
7,43,506592,0,1,20181116,20200221,20220506,20231116,16886,8443,35600,1,29,0,0,41,18120,0,0,0,2,66,8,0,1,45
5,54,265745,6,0,20171020,20171020,20220530,20221020,22145,4429,17461,0,31,1,2,49,23383,1,0,2,4,0,8,0,1,57
104,48,262620,1,0,20180420,20180921,20220516,20230420,4377,4377,14486,1,26,1,2,47,20494,0,0,1,3,22,9,0,1,49
58,29,246563,6,0,20151120,20151120,20180322,20201120,16436,4109,21404,0,36,1,2,25,14263,0,0,2,0,0,9,0,1,32
42,54,426026,0,1,20171020,20191018,20220228,20221020,49700,7100,30519,0,32,0,0,47,23383,0,0,0,2,104,9,0,1,60
50,40,233245,1,0,20150320,20150918,20180503,20200320,15548,3887,16825,0,41,1,2,36,19899,0,0,1,3,26,8,1,1,41
97,22,100163,0,0,20151120,20170317,20170809,20201120,11683,2000,9056,0,36,0,0,15,10993,0,0,0,3,69,8,0,1,27
85,31,454307,1,1,20181116,20190215,20210513,20231116,75710,7571,47445,0,40,1,2,21,13349,0,0,1,2,13,9,0,1,37
50,41,272406,0,1,20181116,20190816,20220516,20231116,0,4540,19210,1,45,0,0,41,17290,0,0,0,2,39,9,0,1,41
126,58,332814,0,0,20170616,20180720,20220601,20220616,0,5546,19661,1,39,0,0,58,25204,1,0,0,3,57,7,0,1,58
126,52,371132,5,0,20160819,20170217,20201111,20210819,6185,6185,33591,1,25,0,1,51,23824,0,0,2,4,26,8,0,1,53
53,60,336387,0,0,20151120,20181019,20201003,20201120,11212,5606,23423,1,50,0,0,58,27922,1,0,0,4,152,9,1,1,61
45,60,665703,1,1,20170519,20180119,20220407,20220519,11095,11095,62929,1,52,1,2,59,26549,1,0,1,4,35,8,0,1,61
50,30,203475,0,1,20161216,20170818,20190411,20211216,20346,3391,21360,0,34,0,0,24,14002,0,0,0,2,35,8,0,1,33
97,15,170256,1,1,20181116,20190621,20200110,20231116,28370,2837,19256,0,28,1,2,5,6611,0,0,1,2,31,8,1,1,18
23,42,479068,0,0,20160819,20171020,20200117,20210819,15968,7984,40935,1,32,0,0,40,19467,0,0,0,3,61,9,0,1,43
115,42,382628,6,0,20181116,20181116,20220601,20231116,0,6377,33287,1,61,1,2,42,17669,1,1,2,2,0,7,0,1,42
58,57,358428,6,0,20170915,20180921,20220603,20220915,11946,5973,23190,1,46,0,0,55,24621,0,0,2,4,53,8,0,1,58
28,56,366155,1,0,20170915,20180615,20220509,20220915,12204,6102,41755,1,32,1,2,54,24242,0,0,1,4,39,7,0,1,57
117,41,280810,1,1,20181116,20190118,20220527,20231116,9360,4680,21508,1,33,1,2,39,17290,0,0,1,2,9,7,0,1,43
97,27,144136,0,1,20181116,20190719,20210105,20231116,21618,2402,8357,0,30,0,0,18,11711,0,0,0,2,35,9,0,1,34
85,60,366591,1,1,20160819,20170519,20210701,20210819,0,6109,28560,1,23,0,0,60,27013,1,0,1,0,39,9,0,1,60
42,41,689327,0,0,20181116,20190920,20220518,20231116,11488,11488,66590,1,50,0,2,40,17290,0,0,0,0,44,9,0,1,42
106,42,351395,1,1,20181116,20190517,20220601,20231116,0,5856,23299,1,52,1,2,42,17669,1,0,1,2,26,7,0,1,42
15,58,377781,0,0,20170616,20180921,20220217,20220616,12592,6296,25893,1,27,0,0,56,25306,1,0,0,3,66,9,0,1,60
97,53,307070,5,0,20170915,20180720,20211227,20220915,20468,5117,25995,0,22,0,0,49,23088,1,0,2,2,44,9,0,1,57
97,42,584651,0,1,20181116,20190315,20220502,20231116,9744,9744,37280,1,40,0,2,41,17669,1,0,0,2,17,9,0,1,43
15,60,262527,0,0,20150116,20160923,20191226,20200116,8750,4375,19389,1,40,0,0,58,28885,1,0,0,3,88,6,1,1,61
97,44,280193,1,0,20170915,20171215,20210318,20220915,28014,4669,18194,0,29,1,2,38,19485,0,0,1,0,13,8,0,1,49
77,29,199138,0,1,20181116,20190621,20210318,20231116,29862,3318,22573,0,49,0,0,20,12533,0,0,0,2,31,9,0,1,37
126,53,379795,0,0,20170915,20181019,20211214,20220915,6329,6329,20393,1,37,0,0,52,23088,0,0,0,0,57,7,1,1,54
97,42,346187,1,0,20181116,20181116,20220510,20231116,11538,5769,38227,1,49,1,2,40,17669,0,0,1,2,0,9,0,1,43
50,42,315657,1,0,20181116,20181221,20220601,20231116,0,5260,28687,1,31,1,2,42,17741,0,0,1,0,5,9,0,1,42
97,60,337637,0,1,20160819,20170616,20210930,20210819,50643,5627,26298,0,45,0,0,51,27814,0,0,0,0,43,8,0,1,66
97,44,414180,0,0,20150116,20151218,20180809,20200116,27612,6903,26702,0,29,0,0,40,21799,1,0,0,3,48,9,1,1,47
91,54,298553,6,0,20150116,20150116,20190617,20200116,0,4975,32397,1,29,1,2,54,26256,0,0,2,3,0,8,0,1,54
58,60,285039,6,0,20170915,20181116,20220506,20220915,0,4750,19852,1,44,0,0,60,29130,0,0,2,3,61,1,0,1,60
97,38,205398,6,0,20150417,20150417,20180418,20200417,27384,3423,17964,0,67,1,2,30,18912,0,1,2,3,0,8,1,1,44
11,60,357109,0,0,20160819,20170915,20210719,20210819,11902,5951,19751,1,35,0,0,58,27013,0,0,0,0,56,9,0,1,62
52,60,314781,1,0,20170421,20190118,20220503,20220421,10492,5246,17742,1,36,1,2,58,27033,1,0,1,3,91,8,0,1,61
126,60,254946,6,0,20160923,20180921,20220524,20210923,4249,4249,22712,1,36,0,0,59,28871,1,0,2,2,104,7,1,1,61
97,60,413415,0,1,20170120,20170915,20211214,20220120,13780,6890,39669,1,24,0,0,58,26973,1,0,0,3,34,8,0,1,62
23,42,321162,6,0,20181116,20190118,20220523,20231116,10704,5352,21689,1,56,0,2,40,17741,0,1,2,0,9,7,0,1,43
31,42,252656,6,0,20181116,20181116,20220602,20231116,8420,4210,17583,1,66,1,2,40,17669,0,1,2,3,0,9,0,1,43
97,28,116522,1,0,20180420,20180817,20200622,20230420,17478,2000,9823,0,42,1,2,19,12425,0,0,1,0,17,8,0,1,35
23,54,229835,0,0,20160819,20170616,20201201,20210819,19150,3830,18752,0,46,0,0,49,24663,0,0,0,3,43,8,1,1,55
83,31,201015,1,0,20181116,20190719,20210527,20231116,26800,3350,16850,0,49,1,2,23,13349,0,0,1,2,35,8,0,1,33
97,49,313131,1,1,20180420,20180720,20220531,20230420,10436,5218,26086,1,24,1,2,47,20954,1,0,1,0,13,8,0,1,50
38,60,340640,1,0,20170421,20170721,20220601,20220421,5677,5677,24712,1,32,1,2,59,26549,0,0,1,3,13,8,0,1,61
50,60,359367,0,0,20160819,20170616,20220412,20210819,0,5989,29225,1,34,0,0,60,29381,0,0,0,0,43,9,0,1,60
97,42,251618,1,0,20181116,20181221,20220518,20231116,0,4193,26012,1,26,1,2,42,17669,0,0,1,3,5,8,0,1,42
97,43,259176,0,0,20181116,20200221,20220601,20231116,8638,4319,22546,1,30,1,0,41,18120,0,0,0,0,66,2,0,1,44
47,42,188490,0,0,20150619,20160415,20181103,20200619,15705,3141,18772,0,36,0,0,37,20529,1,0,0,3,43,9,0,1,46
97,60,309683,0,0,20160819,20170818,20210816,20210819,10322,5161,25084,1,66,0,0,58,27415,1,1,0,0,52,9,0,1,62
97,50,370329,0,1,20180420,20181221,20220602,20230420,6172,6172,42338,1,60,0,0,49,21416,0,1,0,2,35,7,0,1,51
112,49,242532,1,0,20180420,20190215,20220527,20230420,8084,4042,17233,1,45,0,0,47,20954,1,0,1,4,43,7,0,1,51
68,60,290057,5,0,20170421,20180420,20220515,20220421,4834,4834,15767,1,29,0,0,59,26549,1,0,2,0,52,9,0,1,61
73,31,154662,0,0,20151120,20170217,20180510,20201120,15462,2577,12522,0,25,0,0,25,15187,1,0,0,1,65,9,0,1,34
97,60,330463,0,0,20170519,20180518,20220421,20220519,11014,5507,36400,1,33,0,0,58,26066,1,0,0,2,52,9,0,1,61
50,60,357376,0,1,20161216,20180119,20211105,20211216,5956,5956,19673,1,24,0,0,59,27082,0,0,0,2,57,8,0,1,61
28,55,338938,1,0,20171020,20180119,20220602,20221020,11296,5648,22912,1,32,1,2,53,23666,1,0,1,3,13,9,0,1,56
61,60,242550,0,0,20160819,20170317,20220326,20210819,8084,4042,21530,1,34,0,0,58,30146,0,0,0,0,30,9,1,1,62
97,50,273162,0,0,20180420,20190719,20220602,20230420,0,4552,20895,1,33,0,0,50,21333,0,0,0,2,65,8,0,1,50
97,34,208855,0,0,20190816,20200717,20220603,20240816,0,3480,17222,1,47,0,0,34,14117,0,0,0,2,48,8,0,1,34
50,59,293741,0,0,20170217,20170915,20220517,20220217,4895,4895,18731,1,27,0,0,58,27140,0,0,0,2,30,8,0,1,60
23,46,313158,0,1,20170915,20180615,20210520,20220915,52190,5219,16265,0,38,0,0,36,20300,0,0,0,0,39,8,0,1,56
23,57,368378,1,0,20170915,20180921,20220602,20220915,0,6139,33017,1,36,0,0,57,24621,0,0,1,0,53,8,0,1,57
97,56,265445,6,0,20170915,20180817,20220530,20220915,0,4424,19852,1,48,0,0,56,24242,0,0,2,2,48,8,0,1,56
58,49,319646,6,0,20150116,20150220,20210329,20200116,0,5327,30600,1,40,1,2,49,35237,0,0,2,0,5,9,0,1,49
19,58,317812,0,0,20150619,20160715,20200928,20200619,5296,5296,37053,1,48,0,0,57,27549,0,0,0,0,56,8,0,1,59
45,13,50639,0,0,20150619,20160415,20160602,20200619,3372,2000,4382,0,48,0,0,9,6714,0,0,0,3,43,7,0,0,17
50,52,351681,0,1,20170120,20180216,20210329,20220120,46888,5861,33883,0,47,0,0,44,23370,1,0,0,3,56,8,0,1,60
18,43,278458,0,1,20181116,20190621,20220601,20231116,4640,4640,19456,1,25,0,0,42,18120,0,0,0,2,31,8,1,1,44
58,50,346606,1,0,20180420,20180720,20220601,20230420,5776,5776,26869,1,53,1,2,49,21333,0,0,1,5,13,8,0,1,51
42,41,329796,1,1,20181116,20190621,20220516,20231116,0,5496,30983,1,36,0,0,41,17290,1,0,1,0,31,9,0,1,41
74,60,211736,1,0,20150619,20160415,20200716,20200619,35280,3528,18483,0,28,0,0,50,29268,0,0,1,0,43,9,0,1,63
58,53,314733,0,1,20170519,20171215,20210906,20220519,36715,5245,17209,0,35,0,0,46,23355,0,0,0,5,30,9,1,1,54
91,55,330787,5,1,20170421,20171117,20210920,20220421,0,5513,26849,1,28,0,0,55,24322,0,0,2,2,30,8,0,1,55
0,5,213384,5,0,20170915,20171215,20171205,20220915,21336,3556,17999,0,36,0,2,1,2363,0,0,2,3,13,4,0,1,8
97,19,184317,0,1,20181116,20190719,20200507,20231116,24568,3071,11922,0,29,0,0,11,8332,0,0,0,2,35,9,0,1,21
28,41,285884,0,1,20181116,20190920,20220518,20231116,9528,4764,31451,1,45,0,0,39,17290,1,0,0,2,44,9,0,1,43
97,59,365163,1,0,20170519,20180216,20220531,20220519,6086,6086,31712,1,28,0,0,58,25687,1,0,1,0,39,9,0,1,60
97,54,315265,0,0,20170616,20180720,20211101,20220616,5254,5254,23551,1,28,0,0,53,23660,1,0,0,3,57,8,0,1,55
0,58,296977,5,0,20150619,20160520,20220228,20200619,9898,4949,28203,1,32,0,0,56,36990,1,0,2,0,48,8,0,1,59
47,60,447631,6,0,20170421,20180817,20220531,20220421,7460,7460,43586,1,36,0,0,59,26654,0,0,2,3,69,7,0,1,61
50,60,524959,5,0,20160819,20170915,20220519,20210819,17498,8749,56273,1,41,0,0,58,29381,0,0,2,3,56,9,0,1,62
97,60,373058,0,0,20170519,20180518,20220502,20220519,6217,6217,36850,1,41,0,0,59,26066,0,0,0,3,52,9,0,1,61
63,49,347215,6,0,20180420,20190315,20220502,20230420,11572,5786,35718,1,49,0,0,47,20873,0,0,2,3,47,8,0,1,51
23,42,213606,1,1,20181116,20190517,20220517,20231116,7120,3560,12168,1,29,0,0,40,17741,0,0,1,2,26,8,0,1,43
58,50,298298,1,0,20180420,20190315,20220603,20230420,9942,4971,25157,1,40,1,2,48,21333,1,0,1,3,47,8,0,1,52
28,52,335595,0,1,20170217,20171020,20210524,20220217,50337,5593,24895,0,40,0,0,43,23199,0,0,0,0,35,9,1,1,59
41,42,253217,1,1,20181116,20181221,20220520,20231116,4220,4220,17399,1,26,1,2,41,17669,0,0,1,2,5,7,0,1,43
97,17,282068,1,0,20180420,20180921,20190823,20230420,47010,4701,27174,0,38,0,2,7,7639,1,0,1,0,22,4,0,1,21
97,38,526242,6,0,20180420,20180420,20210518,20230420,87700,8770,60693,0,40,1,2,28,16553,0,0,2,4,0,9,1,1,45
85,59,369779,1,0,20170421,20170818,20220301,20220421,0,6162,21481,1,43,1,2,59,26654,0,0,1,3,17,7,0,1,59
42,49,347484,0,0,20180420,20190920,20220603,20230420,5791,5791,25548,1,44,0,0,48,20873,1,0,0,3,74,7,1,1,50
28,48,187518,0,0,20170217,20171215,20210129,20220217,25000,3125,12834,0,39,0,0,40,21561,0,0,0,0,43,9,0,1,49
126,51,738520,6,0,20170120,20170120,20210203,20220120,12308,12308,67110,1,20,1,2,50,22960,1,0,2,4,0,8,0,1,52
28,60,571587,5,0,20170120,20180720,20220512,20220120,9526,9526,46377,1,53,0,0,59,27745,0,0,2,0,78,8,0,1,61
50,49,361105,6,1,20180420,20181116,20220603,20230420,0,6018,35879,1,26,0,0,49,20873,1,0,2,2,30,9,0,1,49
100,54,275972,1,0,20170915,20180316,20220511,20220915,0,4599,26850,1,27,1,2,54,23476,1,0,1,2,26,7,0,1,54
52,60,235911,0,0,20151120,20161118,20210301,20201120,0,3931,18644,1,29,0,0,60,29999,1,0,0,3,52,9,1,1,60
78,10,53901,1,0,20160819,20160819,20170519,20210819,6286,2000,4186,0,76,1,2,3,4943,1,1,1,0,0,9,0,1,16
118,56,319042,1,0,20170915,20180518,20220512,20220915,10634,5317,22771,1,38,1,2,54,24242,0,0,1,0,35,8,0,1,57
50,41,259030,0,1,20181116,20190816,20220502,20231116,8634,4317,21820,1,19,0,0,39,17290,0,0,0,2,39,9,0,1,42
97,41,169606,1,0,20181116,20190621,20220302,20231116,11304,2826,13256,0,37,1,2,37,17290,0,0,1,2,31,7,0,1,43
38,46,253250,0,0,20160819,20170721,20200526,20210819,16880,4220,28215,0,27,0,0,42,21188,1,0,0,3,48,9,0,1,48
125,49,295165,0,0,20180420,20190215,20220527,20230420,4919,4919,25038,1,31,0,0,48,20873,0,0,0,2,43,9,0,1,50
33,58,322493,0,1,20170519,20171215,20220117,20220519,53740,5374,26322,0,29,0,0,48,25404,0,0,0,2,30,8,0,1,65
117,49,262667,6,0,20180420,20190426,20220502,20230420,4377,4377,18087,1,23,0,0,48,20954,1,0,2,0,53,7,0,1,50
58,45,360377,1,1,20180420,20190118,20211214,20230420,0,6006,33564,1,36,0,0,45,19410,0,0,1,0,39,8,0,1,45
97,60,396289,0,1,20170421,20180119,20220308,20220421,13208,6604,34453,1,51,0,0,58,26170,0,0,0,5,39,9,0,1,62
45,60,415039,1,0,20170217,20170217,20220103,20220217,0,6917,30679,1,36,1,2,60,26374,1,0,1,5,0,9,1,1,60
18,60,323785,5,1,20170217,20171020,20220215,20220217,5396,5396,23793,1,47,0,0,59,26759,1,0,2,5,35,9,0,1,61
50,60,352297,0,1,20170421,20171117,20220527,20220421,11742,5871,27543,1,29,0,0,58,26170,0,0,0,0,30,8,0,1,61
58,56,339609,1,0,20171020,20171020,20220601,20221020,11320,5660,32906,1,38,1,2,54,24143,0,0,1,4,0,7,1,1,57
97,45,335319,1,0,20180420,20180720,20211202,20230420,0,5588,34222,1,35,1,2,45,19340,0,0,1,3,13,8,0,1,45
45,42,207765,0,1,20170217,20170915,20200708,20220217,20772,3462,16514,0,46,0,0,36,19037,1,0,0,5,30,8,1,1,43
97,54,311063,6,0,20171117,20180921,20220601,20221117,5184,5184,33224,1,47,0,0,53,23193,1,0,2,3,44,9,0,1,55
52,58,260431,1,0,20170616,20171215,20220503,20220616,8680,4340,25412,1,32,1,2,56,25306,1,0,1,3,26,8,0,1,60
117,42,352472,1,0,20181116,20190426,20220531,20231116,11748,5874,30795,1,35,1,2,40,17669,0,0,1,0,23,9,0,1,44
106,55,266421,1,0,20171020,20180216,20220513,20221020,4440,4440,18344,1,50,1,2,54,23666,1,0,1,4,17,8,0,1,56
15,54,279108,0,1,20171020,20180720,20220202,20221020,32557,4651,21725,0,26,0,0,47,23383,0,0,0,2,39,7,0,1,58
50,33,212713,0,1,20190816,20200619,20220412,20240816,7090,3545,14981,1,23,0,0,31,13738,0,0,0,2,44,8,0,1,35
68,48,275351,6,0,20180420,20190315,20220520,20230420,0,4589,18301,1,29,0,0,48,20494,1,0,2,3,47,9,0,1,48
28,19,111015,1,0,20170915,20171117,20190212,20220915,7400,2000,9680,0,53,1,2,15,8732,1,0,1,0,9,8,0,0,20
97,42,350339,0,0,20181116,20200221,20220507,20231116,0,5838,18051,1,35,0,0,42,17669,1,0,0,3,66,9,0,1,42
97,16,126039,6,0,20170421,20170421,20180605,20220421,14700,2100,10595,0,24,1,2,9,7545,0,0,2,0,0,7,1,1,22
126,51,259722,6,0,20150220,20150220,20190331,20200220,8656,4328,16863,1,30,1,2,49,24927,0,0,2,3,0,6,0,1,53
68,46,443599,6,0,20161216,20161216,20200813,20211216,7393,7393,28982,1,61,1,2,45,20948,0,1,2,0,0,8,1,1,47
45,36,340755,0,0,20150619,20160819,20180529,20200619,0,5679,26428,1,46,0,0,36,17802,1,0,0,4,61,9,0,1,36
18,30,103198,0,0,20150220,20160219,20170623,20200220,8595,2000,11069,0,45,0,0,25,15273,1,0,0,0,52,7,0,1,31
97,37,287429,5,0,20151120,20151218,20181130,20201120,38320,4790,32119,0,47,0,2,29,17914,0,0,2,4,4,7,0,1,38
106,60,214057,0,0,20150220,20160219,20200622,20200220,3567,3567,13940,1,20,0,0,59,31465,1,0,0,3,52,8,0,1,61
23,38,234660,0,0,20170421,20171215,20200414,20220421,19555,3911,15691,0,40,0,0,33,17264,0,0,0,0,34,8,0,1,43
38,27,187783,1,0,20150619,20160617,20170824,20200619,12516,3129,18879,0,30,1,2,23,13608,0,0,1,3,52,7,0,1,29
97,55,298427,6,0,20170421,20180921,20210910,20220421,39784,4973,19687,0,31,0,0,47,24322,0,0,2,0,74,8,0,1,61
97,15,178462,6,0,20170915,20171020,20181023,20220915,17844,2974,9550,0,24,1,2,9,6952,1,0,2,3,5,8,0,1,19
18,58,317081,0,0,20150220,20160115,20191018,20200220,0,5284,18608,1,47,0,0,58,28018,0,0,0,3,47,6,1,1,58
5,52,315693,0,0,20150220,20160219,20190410,20200220,0,5261,27318,1,38,0,0,52,25369,0,0,0,3,52,9,0,1,52
74,47,211910,1,1,20171020,20171215,20210705,20221020,14124,3531,12141,0,38,1,2,43,20630,0,0,1,5,8,8,0,1,50
126,34,338694,6,0,20160819,20160923,20190527,20210819,50796,5644,32856,0,30,1,2,25,15965,1,0,2,3,5,9,0,1,42
53,42,288338,1,0,20181116,20190426,20220429,20231116,9610,4805,16224,1,43,1,2,40,17669,0,0,1,0,23,8,0,1,43
53,41,286665,1,0,20181116,20181116,20220601,20231116,0,4777,27233,1,30,1,2,41,17290,0,0,1,0,0,9,0,1,41
94,46,279455,1,0,20171020,20180817,20210609,20221020,18628,4657,19410,0,27,0,0,42,20227,0,0,1,2,43,8,1,1,49
97,56,444579,1,0,20170915,20180216,20220512,20220915,0,7409,31773,1,48,1,2,56,24242,1,0,1,0,22,8,0,0,56
97,49,253962,0,1,20160819,20170421,20200803,20210819,25392,4232,17681,0,39,0,0,43,22468,1,0,0,5,35,9,0,1,53
50,58,230385,0,0,20150220,20160219,20220107,20200220,3839,3839,17635,1,35,0,0,57,39228,0,0,0,3,52,8,0,1,59
58,31,240305,5,0,20170616,20171117,20191209,20220616,40050,4005,18145,0,26,0,1,21,14095,0,0,2,0,22,9,0,1,32
68,41,372538,0,1,20181116,20190816,20220502,20231116,0,6208,37780,1,47,0,0,41,17290,0,0,0,0,39,8,0,1,41
84,42,318471,1,0,20181116,20190816,20220602,20231116,0,5307,28958,1,23,1,2,42,17669,0,0,1,3,39,9,0,1,42
35,34,197190,0,1,20181116,20190621,20210823,20231116,16430,3286,18788,0,31,0,0,29,14558,1,0,0,0,31,8,0,1,36
69,35,400068,5,0,20170616,20180720,20200302,20220616,6667,6667,44232,1,62,0,0,34,15865,0,1,2,2,57,8,0,1,36
97,29,105701,0,0,20150220,20160520,20170530,20200220,7044,2000,11434,0,40,0,0,25,14790,1,0,0,3,65,9,0,1,32
69,59,485889,0,0,20150220,20190426,20211006,20200220,8098,8098,33734,1,64,0,0,58,38058,0,1,0,3,218,8,1,1,60
121,34,247910,7,1,20190816,20200320,20220603,20240816,0,4131,19058,1,42,0,0,34,14117,0,0,2,2,31,8,0,1,34
80,54,335253,0,0,20160819,20170721,20210116,20210819,5587,5587,31402,1,29,0,0,53,24567,0,0,0,0,48,8,0,1,55
5,59,259433,0,0,20150220,20160318,20210330,20200220,0,4323,13730,1,44,0,0,59,35237,1,0,0,3,56,8,1,1,59
38,55,354128,0,0,20150220,20160219,20190715,20200220,0,5902,24659,1,37,0,0,55,26698,1,0,0,0,52,5,0,1,55
27,43,332779,0,0,20160923,20171215,20200303,20210923,55460,5546,33540,0,47,0,0,33,19814,0,0,0,0,64,9,0,1,50
69,58,538899,0,1,20170120,20180216,20220414,20220120,8981,8981,56051,1,52,0,0,57,27745,1,0,0,5,56,9,0,1,59
85,42,280513,1,1,20181116,20190517,20220510,20231116,0,4675,16593,1,51,1,2,42,17741,0,0,1,2,26,8,0,1,42
63,50,312714,0,0,20170120,20180119,20210119,20220120,10422,5211,19974,1,35,0,0,48,22547,0,0,0,3,52,7,0,1,51
50,39,373609,1,1,20180420,20181019,20210602,20230420,62260,6226,28565,0,63,0,0,29,16958,0,1,1,3,26,8,0,1,43
5,26,169986,5,0,20150220,20160115,20170224,20200220,16998,2833,14012,0,30,0,0,20,13341,0,0,2,0,47,8,0,1,28
90,51,343157,1,0,20170519,20180518,20210618,20220519,11438,5719,24927,1,33,0,0,49,22634,0,0,1,0,52,8,0,1,53
50,57,303535,5,0,20170915,20180720,20220603,20220915,5058,5058,24967,1,41,0,0,56,24621,1,0,2,0,44,8,1,1,58
5,16,123535,6,0,20180817,20180817,20191004,20230817,14406,2058,8273,0,35,1,2,9,7133,0,0,2,0,0,8,0,1,21
28,50,287481,6,0,20170421,20180817,20210504,20220421,4791,4791,20749,1,45,0,0,49,22229,0,0,2,0,69,7,1,1,51
50,51,257971,5,0,20150320,20150918,20190430,20200320,4299,4299,17834,1,41,0,2,50,24844,0,0,2,3,26,6,0,1,52
28,60,299507,0,1,20160923,20170519,20220531,20210923,0,4991,20148,1,43,0,0,60,29637,1,0,0,0,34,9,0,1,60
50,41,227381,0,1,20181116,20190920,20220504,20231116,7578,3789,17264,1,45,0,0,39,17290,0,0,0,2,44,9,0,1,43
69,57,335128,0,0,20160923,20170721,20220411,20210923,55850,5585,27197,0,56,0,0,47,29637,1,1,0,4,43,8,0,1,60
97,57,294267,0,0,20170421,20180518,20211217,20220421,4904,4904,31951,1,39,0,0,56,25016,0,0,0,0,56,9,0,1,58
118,59,337435,1,0,20170616,20180518,20220420,20220616,11246,5623,38219,1,48,0,0,57,25687,0,0,1,0,48,8,0,1,60
50,33,221414,0,1,20190816,20200717,20220601,20240816,0,3690,21672,1,37,0,0,33,13738,0,0,0,2,48,8,0,1,33
97,48,226003,0,0,20180615,20190426,20220602,20230615,7532,3766,16447,1,52,0,0,46,20411,1,0,0,2,45,8,0,1,50
23,45,249327,0,1,20180817,20190517,20220314,20230817,4155,4155,17238,1,36,0,0,44,19109,0,0,0,2,39,7,0,1,46
29,46,268802,0,1,20180817,20190517,20220601,20230817,8960,4480,18682,1,62,0,0,44,19488,0,1,0,2,39,8,0,1,48
50,56,329802,0,0,20170616,20180720,20220125,20220616,0,5496,22736,1,23,0,0,56,24534,0,0,0,0,57,8,0,1,56
69,20,149573,6,0,20150320,20150515,20160901,20200320,12460,2492,17379,0,54,0,2,15,10339,1,0,2,0,8,6,0,0,21
112,52,269312,0,1,20170915,20180518,20220517,20220915,4488,4488,25512,1,37,0,0,51,22698,0,0,0,0,35,8,0,1,53
28,46,284154,0,0,20160923,20170818,20220530,20210923,18940,4735,27222,0,56,0,0,42,21108,0,1,0,0,47,9,0,1,49
40,39,253183,0,1,20181116,20190719,20220530,20231116,8438,4219,14844,1,22,0,0,37,16524,0,0,0,2,35,9,1,1,40
83,56,223979,0,0,20161021,20180216,20210531,20211021,29856,3732,24304,0,32,0,0,48,25189,0,0,0,3,69,9,0,1,58
50,24,234404,0,0,20160923,20180921,20180816,20210923,3906,3906,23348,1,26,0,0,23,11442,0,0,0,0,104,6,0,0,25
15,60,405288,5,0,20150320,20160415,20200318,20200320,13508,6754,36409,1,45,0,0,58,29646,0,0,2,0,56,7,0,1,61
45,60,269794,5,0,20170616,20180316,20220504,20220616,26976,4496,17281,0,39,0,1,54,26066,0,0,2,0,39,7,0,1,63
50,54,253961,1,0,20170915,20180420,20220531,20220915,8464,4232,23400,1,28,1,2,52,23476,1,0,1,0,31,8,0,1,55
125,26,117021,0,0,20190816,20200717,20210823,20240816,1950,2000,10046,1,36,0,0,25,11007,0,0,0,4,48,8,0,1,27
70,24,145036,1,0,20170120,20170217,20181130,20220120,19336,2417,12515,0,72,1,2,16,11285,0,1,1,0,4,8,0,1,28
10,60,292672,0,1,20160923,20170421,20210910,20210923,9754,4877,15666,1,44,0,0,58,27305,1,0,0,5,30,8,0,1,61
5,50,296518,0,0,20180316,20190315,20220509,20230316,9882,4941,30388,1,30,0,0,48,21416,1,0,0,2,52,8,0,1,51
5,46,225904,0,0,20180817,20190719,20220601,20230817,0,3765,14649,1,39,0,0,46,19488,1,0,0,3,48,8,0,1,46
50,59,333803,0,0,20170616,20181019,20220514,20220616,11126,5563,31651,1,28,0,0,57,25687,0,0,0,3,70,8,0,1,61
97,27,94263,5,0,20150320,20160715,20170428,20200320,6284,2000,8696,0,31,0,0,23,13781,1,0,2,3,69,6,0,1,30
38,38,197516,6,0,20150320,20150417,20180320,20200320,32910,3291,11157,0,44,1,2,28,18975,1,0,2,3,4,8,0,1,47
97,60,324045,0,0,20170217,20180615,20220602,20220217,5400,5400,35135,1,60,0,0,59,27519,1,1,0,0,69,8,0,1,61
18,57,235126,1,0,20150320,20160415,20191004,20200320,39180,3918,19164,0,21,0,0,47,27492,0,0,1,0,56,7,0,1,60
