"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","Y"
0.0855686258897162,-3.7053982517266144,2.42795953239231,-1.3716499924127226,-0.9221341498060647,-1.6321222649673346,-1.7033573128628217,1.1444001784849418,1.0084713354285069,1.0477498447933038,0.7424042565558989,1.468016010977748,1
0.08010861729864456,-3.856955371385707,2.158675340839778,-0.34962839303747,-0.9943163160161165,-1.1747045775962146,-0.616766306050537,2.191219210724913,1.4190169017599654,1.430583433762526,0.46130286322192027,-0.5164832480874673,1
2.580048777225121,-1.3378879036230311,-0.7639094547729283,-1.1802108507765883,-0.4316006254239238,-1.4003494002147725,-1.8607412372930252,2.3235897366629175,0.296162772017234,-0.40736579565640446,0.850589981670311,0.4654722844286178,1
3.7060985753544915,-2.075185634023745,1.7767404382022067,-0.40654982715297894,-1.6947173959121145,0.1726621830108974,-0.6601801129356125,-0.017795730381378865,0.692665455017954,-0.4776641574373874,-1.582121894418012,0.5340221450548561,1
2.272101792295715,-2.924972167763213,3.7267899448566295,2.7051006785255036,0.5209840114365828,0.5361337294791869,0.5244372519975032,0.7209436082525232,1.1435760931887018,0.8472616115899012,-1.004766821098286,-0.010741771563795919,1
-1.6232841645758485,-5.431037818119636,1.7365396161112958,-1.405567617540063,0.503306065121891,-0.6016924111769915,-0.8200825014224894,-0.986370644570863,0.5882318065706493,-0.039714494989408496,0.720265764231692,-1.2028574802126368,0
2.3218316326607553,-1.119389739992679,-1.319202937628114,-0.8731364237590009,0.0809178425155056,-2.595658822700511,1.6804701290996265,0.47438283423571787,0.4179924023443621,0.7801018588522314,-1.1347858954274808,-0.6139926751787531,1
1.9125161587887853,-2.5227008216231073,-2.4831938887832226,3.952752509726745,0.3122827853767924,-0.31157093451225815,-0.9981369979695346,0.18802675716295286,-0.2157955902046024,-0.15999292618347744,-1.5905427713956581,0.0016336321088403253,0
-3.5165572500158366,-6.714761047176796,-0.11964186881052988,1.8076957599880117,-1.8236186205382128,-0.8116207168524321,1.3597419020848363,0.695428926965499,3.8974126320595563,-4.610045556190337,1.912713154094943,1.8881003425815026,0
-0.34159757097396454,-3.7753051185641833,2.5217965084374265,-1.0489688845793859,-0.5160290037156519,-1.6842851423047118,-0.052982958284113146,-0.6582120932495231,0.08856349227025939,-0.2570342103392826,1.083760230635257,-1.0626453250775243,1
1.1814001136746957,-4.085366331603006,0.33266324038519535,-0.5409239764550794,-1.4265220139019053,-0.24726485225976771,0.6250180112356872,-1.7202108786560766,0.12823360403893957,1.0813683689035598,-0.1688956665345297,-0.5148642235410527,0
3.3295715052234316,-0.7385494641631479,-1.5391903630719381,-0.6520681848175752,-0.7114803466058284,-0.4586434086173167,-0.1638327947701404,0.4230737912645342,1.2767564761459365,-0.16654435323785077,-0.4737645238466236,-1.503493435219205,1
0.7851270856534922,-1.8865585313861364,-0.9102093221047989,3.884769980840366,0.2876152942529855,-0.6064975443581645,0.11419715181530506,0.7834702940491723,1.2632325300356506,0.9309737631815137,-0.9985648320323601,-0.7993772184470157,1
-2.120802457940216,-5.746226955035475,1.2907464127255386,0.5804241025650718,0.1307093194117362,-0.8766704742014659,0.3636895384380887,0.5557838179823195,0.5356476277342459,0.3112340345598861,-1.1079151037106978,-0.9539415587186975,0
-2.356161549938862,-6.265833855852365,1.4597474927072636,-0.02280852338290395,0.8542034844672852,0.10110820626136048,0.21347849740173006,0.6134770100119751,0.32737706044773074,0.04443591184656899,-0.8877610140741734,-0.6908632799011379,0
3.1755051928040023,0.3561717454653717,-2.7274660343940837,1.059856668759138,-0.5864918182367506,-2.1161349411580455,-1.4802985354018627,0.5150216730461852,-0.9092340458217596,0.9579315992053238,1.4538235183658477,0.9221101837603762,1
-0.7045992659415179,-5.476988647872694,1.7969980927779343,-0.7899854818331646,0.8340291388860481,0.2875945479278448,-0.6284842885684437,0.2529525658083068,1.2479937642537549,-0.021490709936981524,-0.986292697787635,-1.401934132838802,0
0.05726845331856057,-3.9787483874563114,1.808623315462653,-0.6710183818173171,0.747890963786912,1.0935455385284922,1.2170925065273914,-0.2806294977519623,0.4474706623839016,1.2029724342801977,-1.8405523505594574,0.21018853197792475,0
1.7509240126864947,-2.3016465946874165,1.375126321177352,-0.08388872060870381,-1.7040294538932212,-0.40181771608583544,0.771565391794487,0.6779044550619345,-0.48336984003852196,-0.6279560471373461,-0.094678867273786,-1.14352429855371,1
3.141632432696804,-1.9276459869407252,1.2641114916466318,-0.17274653051256836,-2.1276949617021006,-0.7278303126497572,0.5778481519173487,1.8913517200531198,-0.6695738179667652,0.9525369659212175,0.8711311613477303,-0.47274888594366943,1
2.7623984975023577,0.6144148926705654,-3.066434882820424,-0.45141093546673866,0.0524594563439662,-1.4870084179245784,0.3444350659750993,0.7822798822534789,-0.49980438092730295,-0.4456875006679718,0.03290714322703252,-1.7208884600108483,1
3.430037997035072,-0.8986356163458427,-2.046422991990584,-0.6453557169213461,-0.5257990057926556,-0.953909881676415,-0.6070869865964604,0.3977537267232856,-0.029930672292406004,1.4193657948734384,2.1253396848174497,-0.42191526406353996,1
0.8441519377656774,-3.800222272066149,-2.4157986091909964,-1.056357446279866,0.44138275501567703,1.1196067300024308,-0.7927014995523906,1.783010264406757,0.7570748352132911,1.2291193515222285,0.5775723068890483,-0.23062207273862945,0
