"FechaUltimoPago","CostoAdmin","FechaAdjudicación","FechaInicioC","FechaProyectadaFin","MontoVencido","Ingresos","TotalMonto","SemanasAdjud","EdadActual","Mensualidad","Ocupacion","Y"
20220301,31683,20170721,20160520,20210520,0,38477,382263,61,39,6371,97,1
20220218,10299,20201120,20200221,20250221,7706,25717,231198,39,25,3853,85,1
20200228,23989,20160219,20160115,20210115,17184,35005,515527,5,53,8592,58,1
20220603,21795,20200918,20180316,20230316,15138,32133,454169,131,35,7569,97,1
20200605,18611,20180518,20170217,20220217,31409,19377,269252,65,40,4487,97,0
20211013,22306,20171020,20170915,20220915,0,41407,434536,5,43,7242,126,1
20220603,16398,20190118,20190118,20240118,5666,32069,339995,0,32,5666,17,1
20220502,25583,20180216,20170616,20220616,6569,32583,394174,35,44,6569,80,1
20211110,25596,20170915,20170217,20220217,57670,30617,346023,30,35,5767,5,0
20220601,8058,20210924,20200918,20250918,5876,16939,176336,53,33,2938,50,1
20211207,15689,20181221,20181221,20231221,12502,32270,375112,0,49,6251,80,1
20220601,17669,20190517,20181221,20231221,4780,27498,286810,21,60,4780,97,1
20180731,15590,20170519,20160115,20210115,16429,12985,140840,70,46,2347,58,0
20150922,1571,20150918,20150821,20200821,14441,11167,123794,4,38,2063,24,0
20220503,17290,20181116,20181116,20231116,0,28215,399987,0,33,6666,28,1
20220602,12356,20200821,20191220,20241220,9140,24431,274238,35,39,4570,97,1
20220603,22724,20180817,20180119,20230119,0,24683,317882,30,31,5298,68,1
20181101,20003,20160715,20150821,20200821,12732,10208,190996,47,31,3183,85,0
20220531,24621,20180420,20170915,20220915,14572,30390,437191,31,32,7286,91,1
20220228,19651,20190118,20180615,20230615,52360,24134,314195,31,55,5236,69,0
20210802,26905,20170421,20160923,20210923,53982,41338,359888,30,25,5998,63,0
20210818,26905,20170721,20160923,20210923,6160,32411,369635,43,51,6160,42,1
20220602,24143,20171020,20171020,20221020,0,43628,443394,0,51,7389,28,1
20200817,29167,20160923,20150821,20200821,10344,33672,310365,57,53,5172,126,1
20210223,24470,20161021,20161021,20211021,35800,19963,268537,0,35,4475,55,0
20220602,11921,20210122,20200117,20250117,8144,18514,244352,53,28,4072,110,1
20220505,10251,20200821,20200417,20250417,7599,33284,455962,18,32,7599,58,1
20220601,19030,20200117,20180817,20230817,10706,27576,321224,74,50,5353,50,1
20220529,25204,20180216,20170616,20220616,5276,27110,316606,35,25,5276,5,1
20220601,18120,20190621,20181019,20231019,10148,34596,304452,35,47,5074,69,1
20211102,26582,20171215,20170120,20220120,68886,31648,459259,47,44,7654,126,0
20220225,22433,20171117,20171117,20221117,0,31809,479720,0,62,7995,80,1
20200905,29590,20160415,20150821,20200821,36296,17144,272236,34,34,4537,97,0
20220602,12794,20200717,20191115,20241115,0,17645,205312,35,48,3421,28,1
20220602,24143,20181019,20171020,20221020,6839,30537,410383,52,50,6839,5,1
20220602,22724,20181116,20180119,20230119,0,26236,383785,43,35,6396,85,1
20220526,21828,20180817,20171020,20221020,40136,22860,301065,43,42,5017,52,0
20181001,19556,20161021,20150821,20200821,25100,26919,376544,61,28,6275,111,0
20210429,13393,20190426,20181019,20231019,19510,25823,234140,27,34,3902,47,0
20190518,9583,20180518,20171020,20221020,12768,10582,127713,30,19,2128,96,0
20200928,26985,20160819,20160115,20210115,14178,24818,425376,31,39,7089,97,1
20220504,23287,20180518,20171117,20221117,7311,49109,438687,26,41,7311,97,1
20210507,19822,20180921,20171020,20221020,52317,20498,348822,48,49,5813,96,0
20220520,11596,20200821,20191220,20241220,0,14242,181432,35,27,3023,53,1
20211129,27586,20170721,20161021,20211021,0,34917,443252,39,43,7387,23,1
20220509,20873,20190517,20180420,20230420,15522,34678,465688,56,27,7761,97,1
20220603,19488,20190621,20180817,20230817,10812,25937,324379,44,41,5406,126,1
20220602,22814,20180921,20171117,20221117,6317,35774,379079,44,41,6317,50,1
20190304,7747,20180316,20171117,20221117,13675,15126,164108,17,51,2735,50,0
20200713,28218,20160415,20150821,20200821,5805,28579,348326,34,33,5805,42,1
20210601,6715,20201218,20200320,20250320,21760,14550,130578,39,26,2176,97,0
20220513,30011,20170616,20150821,20200821,10342,32546,310267,95,56,5171,97,1
20220404,29005,20180720,20161118,20211118,0,46344,413816,87,61,6896,50,1
20220509,21416,20190315,20180316,20230316,10352,35228,310576,52,24,5176,65,1
20220530,20411,20180817,20180615,20230615,7695,31467,461704,9,49,7695,75,1
20220603,18120,20190215,20181019,20231019,5980,33569,358842,17,49,5980,68,1
20220601,12356,20200821,20191220,20241220,8116,20991,243510,35,38,4058,97,1
20220601,12415,20191220,20191018,20241018,14048,52235,842910,9,29,14048,58,1
20200902,29066,20161021,20150918,20200918,6140,31749,368412,57,26,6140,50,1
20220522,22345,20180720,20180119,20230119,5057,21906,303438,26,30,5057,112,1
20210831,21032,20170915,20170915,20220915,34570,20729,207458,0,28,3457,97,0
20190108,12173,20170818,20161216,20211216,13909,11311,119263,35,40,2000,23,0
20220510,11977,20200821,20191220,20241220,2621,11198,157273,35,43,2621,28,1
20220329,28127,20171020,20161216,20211216,10466,18983,314002,44,24,5233,48,1
20210604,28147,20170519,20160520,20210520,0,20912,301322,52,43,5022,97,1
20210405,24278,20170519,20161216,20211216,5961,28215,357662,22,39,5961,118,1
20210408,24278,20181019,20161216,20211216,43250,14113,259549,96,61,4325,97,0
20211217,27472,20180720,20161216,20211216,5471,32415,328313,83,61,5471,97,1
20160315,4127,20160115,20150918,20200918,2896,2813,43487,17,35,2000,85,0
20171109,4795,20170915,20170217,20220217,6048,4688,51896,30,24,2000,96,0
20220531,23287,20181019,20171117,20221117,5536,17120,332219,48,24,5536,58,1
20220530,21416,20180316,20180316,20230316,9862,20545,295914,0,32,4931,117,1
20220603,7214,20210820,20201218,20251218,1930,8343,115843,35,21,2000,79,1
20220603,10630,20210219,20200417,20250417,0,7309,114716,44,53,2000,1,1
20191031,15164,20170616,20170217,20220217,20010,16144,200113,17,30,3335,58,0
20220512,15510,20191115,20190426,20240426,0,17670,200340,29,30,3339,50,1
20201029,21292,20181019,20161216,20211216,23050,20333,276606,96,38,4610,97,0
20220228,21964,20181019,20180119,20230119,9420,30981,282623,39,26,4710,28,1
20220514,20032,20181116,20180615,20230615,7922,21731,237672,22,35,3961,58,1
20220311,15559,20181116,20171117,20221117,21973,18539,188358,52,30,3139,22,0
20211110,26582,20170217,20161216,20211216,14998,41165,449992,9,75,7499,69,1
20200109,25642,20160715,20150918,20200918,41976,19196,279864,43,38,4664,112,0
20220529,18651,20190315,20180817,20230817,7596,19939,227901,30,37,3798,68,1
20220603,17221,20190719,20190118,20240118,9778,25737,293359,26,40,4889,50,1
20200430,18737,20170421,20170120,20220120,38660,26588,232004,13,42,3866,67,0
20211115,26582,20171117,20170120,20220120,0,23594,315692,43,34,5261,77,1
20220225,10299,20200221,20200221,20250221,7334,23573,220050,0,48,3667,69,1
20220531,23764,20181019,20170915,20220915,0,25275,269107,57,53,4485,45,1
20220603,19109,20200320,20180817,20230817,4068,18867,244112,83,57,4068,5,1
20220601,7214,20210716,20201218,20251218,0,8042,121031,30,45,2017,62,1
20210526,21746,20170519,20170519,20220519,11192,29753,335788,0,68,5596,69,1
20220601,17669,20190517,20181116,20231116,4382,20098,262974,26,21,4382,50,1
20180823,18126,20150918,20150918,20200918,8076,26188,242307,0,39,4038,36,1
20220601,21795,20190315,20180316,20230316,4012,23164,240755,52,72,4012,67,1
20220602,15889,20191018,20190315,20240315,3893,16461,233629,31,30,3893,28,1
20170613,9518,20170421,20160115,20210115,6030,6850,72364,66,25,2000,118,0
20220601,10251,20200619,20200417,20250417,2511,17089,150667,9,50,2511,88,1
20220601,24143,20180615,20170915,20220915,6718,21978,403124,39,28,6718,38,1
20220511,22814,20180817,20171117,20221117,0,24660,331069,39,39,5517,85,1
20200908,28542,20160923,20150918,20200918,0,25114,270269,53,58,4504,28,1
20210806,31508,20170616,20160115,20210115,4914,29781,294841,74,48,4914,23,1
20220603,19488,20181221,20180817,20230817,0,20082,235452,18,54,3924,15,1
20220526,22724,20200417,20180119,20230119,0,19512,230882,117,44,3848,42,1
20220509,16842,20190426,20181221,20231221,0,27376,274684,18,49,4578,5,1
20200515,26839,20160923,20150918,20200918,9832,25689,294969,53,32,4916,58,1
20191203,12654,20171020,20171020,20221020,43250,19564,259509,0,34,4325,5,0
20191108,16088,20170421,20170120,20220120,29728,21664,222999,13,61,3716,111,0
20220507,21795,20181221,20180316,20230316,0,28093,272208,40,31,4536,85,1
20210129,22050,20170421,20170120,20220120,38835,25554,258926,13,61,4315,111,0
20220602,20873,20190315,20180518,20230518,4857,24935,291479,43,39,4857,42,1
20200222,17876,20180420,20170120,20220120,13524,14961,202899,65,24,3381,50,0
20200930,28542,20160923,20150918,20200918,5241,31041,314517,53,48,5241,45,1
20201221,29802,20170421,20150918,20200918,8566,25141,257024,83,46,4283,42,1
20190719,14830,20171020,20170120,20220120,9240,26857,277257,39,42,4620,45,1
20210915,17238,20190426,20180615,20230615,16854,12677,168585,45,23,2809,96,0
20210910,19084,20190215,20180316,20230316,46359,25271,309102,48,47,5151,63,0
20210407,31448,20201120,20150918,20200918,0,21120,199923,270,49,3332,97,1
20220601,5995,20211015,20210122,20260122,0,5691,58456,38,57,2000,50,1
20220221,22433,20180817,20171215,20221215,9976,31042,299286,35,23,4988,50,1
20220511,19109,20190621,20180817,20230817,3796,22252,227805,44,27,3796,18,1
20210330,10753,20190621,20190315,20240315,18972,11599,126511,14,42,2108,23,0
20220602,23666,20180921,20171117,20221117,0,27842,244919,44,41,4081,97,1
20210329,19007,20180518,20171020,20221020,13076,16823,196143,30,45,3269,23,0
20220513,25687,20180316,20170519,20220519,10458,29489,313772,43,54,5229,6,1
20211231,26973,20181221,20170120,20220120,5084,26765,305098,100,47,5084,46,1
20200803,28118,20151016,20150918,20200918,9568,19759,287046,4,48,4784,28,1
20220418,21660,20180817,20171117,20221117,0,16655,253014,39,42,4216,89,1
20220601,6793,20210716,20210122,20260122,0,9175,88697,25,42,2000,85,1
20180402,16289,20151016,20150918,20200918,6648,18333,199473,4,57,3324,69,1
20220503,6793,20211015,20210122,20260122,3866,9214,116019,38,44,2000,22,1
20180531,16751,20161118,20150918,20200918,32920,13016,197566,61,49,3292,58,0
20220602,12356,20201120,20191220,20241220,0,25691,221752,48,33,3695,38,1
20220602,11921,20201016,20191220,20241220,12284,33102,368527,43,43,6142,62,1
20220125,26475,20171215,20170120,20220120,0,43247,571891,47,67,9531,97,1
20220603,36321,20170519,20150918,20200918,10252,23341,307585,87,34,5126,50,1
20220515,21416,20190315,20180316,20230316,17132,26462,514005,52,64,8566,111,1
20220404,6793,20210219,20210122,20260122,5912,10305,177408,4,33,2956,97,1
20220602,11059,20210528,20200320,20250320,3700,23365,222042,62,50,3700,111,1
20180728,9476,20180615,20170120,20220120,16040,10467,120351,73,42,2005,97,0
20220513,9442,20200717,20200515,20250515,0,16993,153914,9,29,2565,50,1
20220110,23476,20181221,20170915,20220915,7719,49548,463180,66,54,7719,45,1
20201117,29907,20201016,20150918,20200918,0,28205,296065,265,31,4934,97,1
20200903,29066,20160715,20150918,20200918,10506,29571,315210,43,74,5253,97,1
20220503,25583,20180316,20170616,20220616,0,25142,338647,39,28,5644,68,1
20210414,21822,20171020,20170421,20220421,27285,32129,327447,26,42,5457,97,0
20220207,23861,20181116,20170915,20220915,17072,45277,512170,61,30,8536,35,1
20220530,6835,20211119,20201218,20251218,2883,16213,173037,48,44,2883,63,1
20191105,12222,20180615,20170915,20220915,22128,16408,221292,39,42,3688,28,0
20220603,15889,20191220,20190426,20240426,0,29367,256880,34,37,4281,15,1
20220602,20873,20181019,20180420,20230420,15644,52796,469359,26,32,7822,113,1
20220603,16777,20190719,20190118,20240118,4521,26114,271264,26,21,4521,68,1
20220505,20032,20190517,20180615,20230615,15458,42270,463746,48,30,7729,28,1
20220513,18195,20190426,20180921,20230921,0,26860,271427,31,28,4523,117,1
20220601,6793,20211015,20201218,20251218,2925,18768,175528,43,34,2925,97,1
20220402,19030,20191018,20180817,20230817,28680,25706,344169,61,23,5736,5,0
20220603,24722,20170721,20170721,20220721,0,31906,425899,0,36,7098,58,1
20200803,28642,20160715,20150918,20200918,0,30292,336685,43,43,5611,50,1
20220530,12356,20200619,20191220,20241220,2551,9571,153065,26,45,2551,32,1
20220514,27519,20180921,20170217,20220217,12374,35520,371275,83,42,6187,68,1
20220502,24143,20181019,20171020,20221020,4382,26291,262967,52,60,4382,58,1
20200324,13942,20180720,20171020,20221020,16814,10905,144163,39,46,2402,126,0
20191219,25211,20160318,20150918,20200918,0,15522,281645,26,36,4694,50,1
20220428,23193,20180518,20171117,20221117,9608,15753,288263,26,48,4804,50,1
20220602,24143,20180817,20171020,20221020,0,38709,466176,43,35,7769,85,1
20190208,20811,20151120,20150918,20200918,0,29022,389745,9,29,6495,117,1
20220509,17741,20181116,20181019,20231019,11348,35555,340493,4,44,5674,85,1
20211001,26690,20170818,20161216,20211216,12192,26736,365815,35,23,6096,97,1
20220429,26170,20190920,20170421,20220421,22082,36211,662479,126,49,11041,97,1
20220505,12474,20210122,20190920,20240920,3611,24402,216700,70,60,3611,97,1
20220316,28626,20200515,20161216,20211216,4335,13659,260158,178,56,4335,50,1
20220514,18270,20190215,20180817,20230817,6098,25259,365894,26,42,6098,97,1
20220601,20494,20181221,20180518,20230518,8838,20685,265173,31,22,4419,28,1
20220602,5959,20211227,20210319,20260319,4130,14912,247824,40.4285714285714,41,4130,97,1
20220601,21795,20190215,20180316,20230316,0,24428,310095,48,41,5168,50,1
20201001,21292,20161216,20161216,20211216,0,32433,358015,0,26,5966,13,1
20220602,14117,20210618,20190816,20240816,0,11480,181900,96,29,3031,117,1
20190730,9517,20180119,20171215,20221215,31092,27001,310974,5,27,5182,35,0
20201008,10907,20190621,20181019,20231019,18940,8208,113697,35,33,2000,86,0
20220322,26170,20180518,20170421,20220421,0,22266,432791,56,39,7213,52,1
20220603,11921,20201218,20191220,20241220,11700,18432,351030,52,74,5850,69,1
20210904,11406,20200821,20190816,20240816,18067,11051,154893,53,25,2581,114,0
20220528,13738,20200221,20190816,20240816,0,28639,346097,27,46,5768,51,1
20180713,17147,20151016,20150918,20200918,15295,18345,183554,4,47,3059,42,0
20200818,14667,20190118,20180119,20230119,16310,17932,195755,52,41,3262,50,0
20211213,20262,20181019,20180316,20230316,6809,47156,408564,31,32,6809,45,1
20220103,25404,20180615,20170421,20220421,6644,38672,398690,60,46,6644,116,1
20220516,26654,20171215,20170421,20220421,6172,27814,370370,34,40,6172,97,1
20220602,7214,20210716,20201218,20251218,0,18548,190687,30,35,3178,28,1
20201202,28245,20160219,20160115,20210115,13024,29743,390773,5,43,6512,114,1
20200429,13424,20180216,20171215,20221215,17725,19977,212731,9,36,3545,5,0
20210513,8473,20200918,20191018,20241018,29729,22293,254845,48,29,4247,117,0
20180601,8521,20170818,20170120,20220120,13937,9096,119484,30,25,2000,50,0
20220602,11059,20200417,20200417,20250417,10712,24495,321370,0,32,5356,0,1
20220602,12356,20201016,20191220,20241220,3291,17074,197491,43,21,3291,83,1
20191004,13228,20170616,20170616,20220616,38240,24250,286857,0,42,4780,58,0
20220601,6414,20211015,20210122,20260122,0,5381,80812,38,53,2000,50,1
20220602,11059,20210219,20200221,20250221,2902,12323,174157,52,30,2902,111,1
20200430,16298,20180615,20170616,20220616,25683,19440,220163,52,49,3669,50,0
20220503,26066,20180518,20170519,20220519,8976,26668,269323,52,25,4488,39,1
20220602,6793,20210528,20210122,20260122,1487,8358,89243,18,28,2000,97,1
20220514,21416,20190215,20180316,20230316,8508,17406,255262,48,57,4254,83,1
20220504,24242,20171215,20170915,20220915,0,36490,316512,13,26,5275,85,1
20220516,7679,20210924,20201016,20251016,3016,6871,90491,49,38,2000,50,1
20220516,26066,20181019,20170519,20220519,10100,29568,303045,74,49,5050,21,1
20220602,26066,20180119,20170616,20220616,0,36792,395064,31,21,6584,101,1
20200603,17641,20180216,20170519,20220519,24612,17182,211011,39,38,3516,118,0
20220511,8103,20200821,20200821,20250821,2776,17499,166560,0,35,2776,62,1
20220516,22814,20180817,20171215,20221215,5928,32436,355685,35,37,5928,97,1
20220513,19570,20180720,20180615,20230615,4216,20734,252990,5,46,4216,45,1
20200303,25975,20151016,20151016,20201016,0,26378,270191,0,34,4503,97,1
20220602,8959,20210122,20200619,20250619,2133,11063,128012,31,32,2133,66,1
20200828,18009,20180615,20170519,20220519,0,33460,349220,56,31,5820,5,1
20220601,23861,20180817,20170915,20220915,10474,28027,314243,48,26,5237,5,1
20220601,21795,20180518,20180316,20230316,0,22093,305017,9,52,5083,123,1
20220603,14117,20200417,20190816,20240816,0,17473,209606,35,24,3493,108,1
20200304,10210,20190517,20180615,20230615,15610,6901,93701,48,21,2000,58,0
20220505,14117,20200515,20190816,20240816,3623,14207,217401,39,21,3623,85,1
20200303,25975,20160819,20151016,20201016,4742,22732,284522,44,34,4742,85,1
20190819,9959,20190118,20171215,20221215,7704,6533,115571,57,24,2000,97,0
20190517,11506,20180518,20170519,20220519,14448,7697,108366,52,50,2000,68,0
20220601,19109,20190426,20180817,20230817,9040,19862,271241,36,33,4520,23,1
20220517,25687,20181019,20170519,20220519,5426,23593,325567,74,61,5426,97,1
20220303,24242,20180518,20170915,20220915,8604,23383,258123,35,31,4302,97,1
20201231,18247,20180720,20170915,20220915,17388,12397,173912,44,36,2898,126,0
20191116,24255,20160923,20151016,20201016,27909,13930,186092,49,26,3101,97,0
20220602,21333,20190215,20180316,20230316,4341,20943,260519,48,27,4341,85,1
20220602,6793,20210820,20201218,20251218,3400,8808,102015,35,42,2000,97,1
20220601,21795,20180921,20180316,20230316,4732,21591,283930,27,38,4732,58,1
20220601,10202,20200619,20200515,20250515,2392,13030,143536,5,41,2392,53,1
20220603,14117,20200515,20190816,20240816,7086,18948,212618,39,34,3543,108,1
20220531,21416,20180921,20180316,20230316,10190,24114,305702,27,40,5095,121,1
20180730,17147,20160318,20151016,20201016,7952,17469,238617,22,53,3976,15,1
20220602,20113,20181116,20180420,20230420,0,30363,287307,30,48,4788,58,1
20220602,16842,20190719,20181221,20231221,0,23813,247851,30,31,4130,125,1
20220601,9769,20210326,20200619,20250619,1877,6177,112664,40,35,2000,62,1
20220428,26066,20180119,20170519,20220519,12732,35365,381990,35,26,6366,5,1
20220601,21795,20190315,20180316,20230316,5216,16216,312992,52,42,5216,96,1
20200929,28020,20151218,20151016,20201016,5191,19207,311472,9,48,5191,97,1
20220502,10202,20200717,20200515,20250515,2363,12383,141815,9,37,2363,50,1
20220602,10202,20201120,20200515,20250515,3225,11936,193504,27,52,3225,97,1
20220601,22724,20190816,20180119,20230119,6350,41405,381048,82,56,6350,45,1
20220603,8058,20210716,20200918,20250918,0,10242,120819,43,44,2013,50,1
20220603,6793,20210924,20210122,20260122,2718,7777,81578,35,31,2000,50,1
20220111,27361,20170317,20170120,20220120,5861,29832,351693,8,29,5861,50,1
20190812,22942,20151120,20151016,20201016,9364,19848,280964,5,42,4682,58,1
20220530,21416,20190315,20180316,20230316,0,19284,255899,52,24,4264,50,1
20220516,18195,20190315,20180921,20230921,9098,20939,272959,25,34,4549,68,1
20211007,25204,20180119,20170217,20220217,41418,20330,276136,48,26,4602,125,0
20200919,27597,20160819,20151016,20201016,3660,23008,219609,44,60,3660,50,1
20220601,21416,20190315,20180316,20230316,0,24319,312237,52,29,5203,97,1
20220601,8103,20210416,20200821,20250821,0,13189,141980,34,31,2366,62,1
20220516,11059,20201120,20200221,20250221,2913,16318,174820,39,23,2913,100,1
20220406,20411,20180615,20180615,20230615,0,18867,334378,0,52,5572,50,1
20220412,25687,20180420,20170519,20220519,0,38605,429582,48,27,7159,18,1
20220531,25687,20180615,20170519,20220519,0,32961,290978,56,43,4849,58,1
20220603,14117,20200821,20190816,20240816,3360,23062,201649,53,18,3360,50,1
20220602,21795,20190215,20180316,20230316,0,23128,295237,48,47,4920,97,1
20220208,21498,20181221,20180119,20230119,4051,16126,243116,48,37,4051,13,1
20220601,20873,20190315,20180518,20230518,0,19544,258211,43,47,4303,97,1
20180220,7173,20170721,20170120,20220120,5552,4348,41687,26,23,2000,11,0
20220601,22724,20190426,20180119,20230119,0,19711,242434,66,33,4040,50,1
20220601,23193,20180216,20171215,20221215,4128,23874,247683,9,54,4128,91,1
20220602,23193,20180720,20171215,20221215,10962,20233,328892,31,35,5481,23,1
20200702,27694,20161021,20151016,20201016,21426,17429,214318,53,37,3571,45,0
20191106,23734,20170519,20151016,20201016,20820,11872,208257,83,43,3470,52,0
20220602,18574,20190816,20180921,20230921,7688,13167,230652,47,32,3844,28,1
20220516,22814,20180921,20171215,20221215,14404,49463,432142,40,37,7202,5,1
20220603,21795,20190315,20180316,20230316,0,34573,369129,52,49,6152,28,1
20220228,23861,20190215,20170915,20220915,6299,37773,377959,74,40,6299,97,1
20210618,22634,20171117,20170421,20220421,12590,39207,377752,30,54,6295,45,1
20220412,26690,20170818,20161216,20211216,0,37665,408785,35,44,6813,50,1
20191014,23383,20161021,20151016,20201016,0,21941,308115,53,75,5135,97,1
20200803,28118,20161021,20151016,20201016,5230,30955,313852,53,52,5230,68,1
20220602,9338,20210528,20200619,20250619,3728,15782,223707,49,73,3728,69,1
20210531,27229,20160715,20160617,20210617,6074,31378,364440,4,32,6074,52,1
20191004,13228,20170616,20170616,20220616,42039,30101,280289,0,42,4671,58,0
20220228,35416,20160819,20151016,20201016,52200,41716,391548,44,32,6525,21,0
20220530,29130,20180216,20161021,20211021,0,30866,440239,69,27,7337,58,1
20220104,25016,20180720,20170421,20220421,14226,30159,426833,65,29,7113,123,1
20220602,20873,20190215,20180420,20230420,8740,21619,262253,43,45,4370,58,1
20201014,27268,20151120,20151016,20201016,5951,32898,357097,5,47,5951,95,1
20220601,11921,20201016,20200117,20250117,0,18660,210515,39,26,3508,85,1
20220513,22814,20190118,20171215,20221215,0,17659,307166,57,47,5119,97,1
20190507,21616,20160115,20151016,20201016,40439,32432,346654,13,36,5777,58,0
20220601,19030,20190621,20180817,20230817,10790,22635,323726,44,41,5395,56,1
20220524,22814,20171117,20171117,20221117,7116,42634,426999,0,22,7116,97,1
20220603,5136,20220120,20210521,20260521,0,7232,73858,34.8571428571429,60,2000,56,1
20220509,24050,20180216,20170616,20220616,11584,27182,347541,35,22,5792,50,1
20220505,21795,20190118,20180316,20230316,0,43472,459165,44,54,7652,97,1
20220512,24242,20181116,20170915,20220915,11544,18495,346357,61,41,5772,6,1
20220602,23666,20210219,20171117,20221117,6624,33481,397451,170,45,6624,97,1
20220602,24242,20181019,20170915,20220915,5758,30828,345481,57,47,5758,15,1
20201216,29802,20160923,20151016,20201016,4877,22246,292625,49,32,4877,126,1
20220524,15510,20200515,20190315,20240315,8248,23844,247482,61,26,4124,62,1
20220531,10680,20200918,20200221,20250221,5990,13571,179743,30,54,2995,62,1
20180102,14382,20151218,20151016,20201016,10318,22372,309586,9,27,5159,50,1
20220602,11059,20210528,20200221,20250221,13368,44621,401066,66,54,6684,58,1
20181029,18507,20160923,20151016,20201016,17592,11409,131960,49,49,2199,45,0
20220602,15446,20200320,20190426,20240426,13546,44412,406410,47,56,6773,35,1
20220603,17221,20190118,20181221,20231221,20014,50452,600443,4,20,10007,23,1
20190826,5340,20180921,20180921,20230921,15595,15327,187158,0,38,3119,42,0
20220602,12356,20200717,20191220,20241220,3200,16849,192029,30,32,3200,117,1
20190715,22501,20151120,20151016,20201016,6290,34951,377432,5,26,6290,28,1
20200604,20601,20170616,20161021,20211021,12702,33773,381092,34,24,6351,97,1
20220602,21795,20190315,20180316,20230316,0,21775,293484,52,50,4891,69,1
20220502,25789,20180720,20170421,20220421,0,27160,378702,65,54,6311,97,1
20220527,15446,20200417,20190426,20240426,12912,28560,387378,51,26,6456,28,1
20190405,3570,20180921,20180921,20230921,19642,19174,168406,0,38,2806,42,0
20220329,20494,20190426,20180420,20230420,21610,23846,259357,53,42,4322,97,0
20190306,7278,20190118,20180119,20230119,17240,9661,103474,52,36,2000,23,0
20220601,10630,20210219,20200417,20250417,3534,15762,212098,44,49,3534,111,1
20220603,6793,20210924,20210122,20260122,3434,9736,103079,35,48,2000,50,1
20200807,11430,20190621,20180817,20230817,7680,9815,115216,44,39,2000,15,0
20220505,18120,20190517,20181019,20231019,8234,42462,494074,30,25,8234,10,1
20220503,9769,20210618,20200619,20250619,4174,14470,250489,52,25,4174,42,1
20200611,19100,20171117,20170120,20220120,7996,54765,479760,43,57,7996,68,1
20191014,11788,20180615,20171020,20221020,16877,11066,144668,34,29,2411,118,0
20191008,14194,20170421,20170421,20220421,28062,28306,280671,0,34,4677,80,0
20220601,17221,20190920,20190215,20240215,9468,27505,284051,31,38,4734,34,1
20180604,16688,20160923,20151016,20201016,17311,16999,148397,49,23,2473,18,0
20220601,21795,20190426,20180316,20230316,6635,28363,398156,58,47,6635,58,1
20180730,17147,20160115,20151016,20201016,55872,32594,372532,13,38,6208,72,0
20200902,28020,20160923,20151016,20201016,53019,29270,353513,49,48,5891,50,0
20200212,20407,20170120,20160715,20210715,33592,22362,251949,27,26,4199,97,0
20220602,6374,20210820,20210122,20260122,10406,27633,312188,30,41,5203,58,1
20200722,11006,20190315,20180817,20230817,12228,16839,183434,30,44,3057,50,0
20211130,24626,20180119,20170421,20220421,11758,36031,352742,39,50,5879,32,1
20210325,18057,20200221,20171117,20221117,8028,33990,481715,118,39,8028,97,1
20220603,23666,20180817,20171117,20221117,0,41708,399144,39,39,6652,50,1
20200901,28020,20160819,20151016,20201016,0,41385,400510,44,33,6675,27,1
20220602,19488,20190621,20180817,20230817,0,26349,306028,44,32,5100,23,1
20220525,20494,20180817,20180420,20230420,4815,22960,288947,17,44,4815,86,1
20220601,15889,20191220,20190315,20240315,0,20620,382946,40,26,6382,40,1
20180301,15304,20160923,20151016,20201016,27387,15510,182608,49,41,3043,126,0
20220602,12794,20201218,20191115,20241115,6894,17266,206857,57,37,3447,46,1
20220531,13738,20200515,20190816,20240816,8794,21613,263862,39,22,4397,125,1
20210714,32663,20170721,20151016,20201016,0,31155,350736,92,46,5845,118,1
20220309,22814,20180119,20171215,20221215,20822,57672,624688,5,48,10411,15,1
20220531,15090,20181221,20180119,20230119,24960,17281,187236,48,33,3120,2,0
20220530,16398,20190517,20190118,20240118,0,15174,285043,17,20,4750,126,1
20220323,21270,20171215,20171215,20221215,0,56079,591324,0,37,9855,50,1
20220512,20954,20181221,20180420,20230420,6804,39678,408258,35,26,6804,117,1
20220119,23476,20180420,20170915,20220915,9836,20475,295106,31,31,4918,97,1
20220502,11489,20210122,20200221,20250221,4732,9565,142008,48,49,2366,74,1
20210817,22956,20170915,20170519,20220519,18888,24491,283336,17,28,4722,77,0
20220514,19030,20190426,20180817,20230817,4618,19096,277107,36,33,4618,24,1
20220601,26549,20190315,20170915,20220915,4770,21287,286226,78,31,4770,42,1
20200921,18915,20171215,20170519,20220519,18175,15887,218153,30,30,3635,50,0
20220602,20873,20181116,20180420,20230420,6000,32771,360034,30,37,6000,38,1
20171230,13396,20151218,20151120,20201120,15210,11718,101459,4,37,2000,126,0
20220109,20650,20180316,20180316,20230316,10972,22058,329189,0,59,5486,62,1
20220526,21416,20190621,20180316,20230316,18330,19421,219972,66,32,3666,99,0
20220406,17429,20190426,20180921,20230921,8126,27610,243816,31,41,4063,50,1
20220512,23287,20180420,20171117,20221117,5091,21619,305489,22,27,5091,28,1
20210224,13029,20190426,20180921,20230921,14028,6858,120262,31,24,2004,59,0
20220531,12356,20200717,20191220,20241220,4728,13437,141897,30,30,2364,47,1
20220602,23193,20181221,20171215,20221215,0,25982,300380,53,71,5006,62,1
20211124,18950,20181019,20180420,20230420,0,25198,284588,26,34,4743,97,1
